last_hint_correct,history_hint_correct,group,sex,age,education,hint_density,lie_detected
0.0,-1.5616101340253947,dpm,m,1.0,2.0,1.4620780709258987,0
0.0,-1.5616101340253947,dpm,f,3.0,4.0,-2.424327300400985,1
0.0,-1.5616101340253947,dpm,f,3.0,4.0,-1.9385266289851242,1
0.0,-1.5616101340253947,dpm,f,3.0,4.0,-1.560681662328344,1
1.0,0.3059365900734627,dpm,f,3.0,4.0,-0.9183452190118173,1
1.0,0.3059365900734627,dpm,f,3.0,4.0,-0.6538537423520708,0
1.0,0.3059365900734627,dpm,f,3.0,4.0,-0.44226056102427397,0
1.0,0.7973962543100039,dpm,f,3.0,4.0,0.051456862073918676,1
0.0,0.6794459348932341,dpm,f,3.0,4.0,0.1018361909614896,0
1.0,0.6454905399096187,dpm,f,3.0,4.0,-0.06819404403406154,0
0.0,0.5495296410428787,dpm,f,3.0,4.0,-0.02182216176254748,1
1.0,0.5300421969653257,dpm,f,3.0,4.0,-0.04930179570122259,1
0.0,0.44959403038875934,dpm,f,3.0,4.0,-0.008453691197786894,1
1.0,0.49913107877334445,dpm,f,3.0,4.0,0.1018361909614896,1
1.0,0.48666691821206165,dpm,f,3.0,4.0,0.16660961381693742,0
0.0,0.42265826032964127,dpm,f,3.0,4.0,0.1018361909614896,1
1.0,0.4157922797263367,dpm,f,3.0,4.0,0.16097714226429027,1
0.0,0.35929506790485843,dpm,f,3.0,4.0,0.1018361909614896,0
0.0,0.3059365900734627,dpm,f,3.0,4.0,0.12959622932810994,1
0.0,0.2554623542870072,dpm,f,3.0,4.0,-0.002797799805003638,1
1.0,0.3059365900734627,dpm,f,3.0,4.0,0.004676056678317265,1
0.0,0.2603866699734905,dpm,f,3.0,4.0,0.030244513068625745,1
1.0,0.2625052709083729,dpm,f,3.0,4.0,0.07878124384344884,1
1.0,0.3837510369109152,dpm,f,3.0,4.0,0.00032560290444415605,0
0.0,0.34404978852445983,dpm,f,3.0,4.0,-0.036159362078378,1
1.0,0.3777653102311112,dpm,f,3.0,4.0,0.026267197630133812,1
1.0,0.43933278465195247,dpm,f,3.0,4.0,0.1018361909614896,1
1.0,0.5202452305438232,dpm,f,3.0,4.0,0.18580173910744055,0
1.0,0.5393799305858199,dpm,f,3.0,4.0,0.23138303667238586,0
0.0,0.5070570065148782,dpm,f,3.0,4.0,0.24586180178125067,0
1.0,0.501053411994239,dpm,f,3.0,4.0,0.27382079647423124,1
1.0,0.49539785193856417,dpm,f,3.0,4.0,0.2529741776242018,1
0.0,0.4660120235676503,dpm,f,3.0,4.0,0.26626103359455006,1
1.0,0.4615654837483673,dpm,f,3.0,4.0,0.2919775290210305,1
0.0,-1.5616101340253947,dpm,f,1.0,1.0,-0.351577769026647,0
0.0,-1.5616101340253947,dpm,f,1.0,1.0,-2.1652336089791926,1
1.0,2.17348331417232,dpm,f,1.0,2.0,-0.9561297156774952,0
0.0,1.4264646245327772,dpm,f,1.0,2.0,-1.0110889835548453,0
0.0,0.9284521647730817,dpm,f,1.0,2.0,-0.804991729014783,0
1.0,2.17348331417232,dpm,f,1.0,1.0,1.4620780709258987,1
1.0,0.9284521647730817,dpm,f,1.0,1.0,1.4620780709258987,1
1.0,2.17348331417232,dpm,m,1.0,1.0,1.4620780709258987,1
0.0,0.3059365900734627,dpm,m,1.0,1.0,1.4620780709258987,1
0.0,-0.3165789846261565,dpm,m,1.0,1.0,1.4620780709258987,1
1.0,2.17348331417232,dpm,m,1.0,1.0,0.37388456695437167,1
1.0,1.6398985358583607,dpm,f,0.0,1.0,1.4620780709258987,1
0.0,1.2397099521228914,dpm,f,0.0,1.0,1.4620780709258987,1
0.0,-1.5616101340253947,dpm,m,2.0,3.0,-2.424327300400985,0
1.0,2.17348331417232,dpm,f,0.0,0.0,1.4620780709258987,1
0.0,1.550967739472701,dpm,f,0.0,0.0,1.4620780709258987,1
1.0,1.5988535529111332,dpm,f,0.0,0.0,0.7819571309436942,0
0.0,-1.5616101340253947,dpm,f,1.0,1.0,-0.351577769026647,1
0.0,-1.5616101340253947,dpm,f,1.0,1.0,-0.714308937017156,1
0.0,-1.5616101340253947,dpm,f,1.0,1.0,-0.351577769026647,1
0.0,-1.5616101340253947,dpm,f,1.0,1.0,-0.578284749020715,1
1.0,2.17348331417232,dpm,f,1.0,2.0,1.4620780709258987,0
0.0,0.3059365900734627,dpm,f,1.0,2.0,0.1018361909614896,1
0.0,-0.3165789846261565,dpm,f,1.0,2.0,0.37388456695437167,0
0.0,-0.627836771975966,dpm,f,1.0,2.0,0.5552501509496263,0
1.0,0.03914420091648298,dpm,f,1.0,2.0,0.37388456695437167,1
1.0,0.0984313985069229,dpm,f,1.0,2.0,0.5552501509496263,0
1.0,0.3059365900734627,dpm,f,1.0,2.0,0.7366157349448808,1
0.0,0.16227914975816607,dpm,f,1.0,2.0,0.7819571309436942,1
1.0,2.17348331417232,dpm,f,1.0,1.0,-0.351577769026647,1
0.0,0.3059365900734627,dpm,f,1.0,1.0,0.1018361909614896,0
1.0,1.7584729310392404,dpm,f,2.0,3.0,-1.1152223332171924,0
1.0,1.833929364336164,dpm,m,2.0,3.0,1.043542107859927,0
1.0,1.5988535529111332,dpm,m,2.0,3.0,1.0993469029353897,0
0.0,1.3731061467013812,dpm,m,2.0,3.0,1.1220176009347964,0
0.0,1.1774583946529293,dpm,m,2.0,3.0,1.1420211579930966,0
0.0,1.006266611610534,dpm,m,2.0,3.0,1.1598020976004744,0
1.0,0.9939801200046208,dpm,m,2.0,3.0,1.2029843795041062,0
0.0,0.86620060730312,dpm,m,2.0,3.0,1.2147613654778247,0
0.0,0.7505905720017622,dpm,m,2.0,3.0,1.2255142657146973,1
1.0,0.7119250083558232,dpm,m,2.0,3.0,1.043542107859927,1
0.0,-1.5616101340253947,dpm,m,3.0,4.0,-1.8025024409886832,0
0.0,-1.5616101340253947,dpm,m,1.0,2.0,1.4620780709258987,0
1.0,2.17348331417232,dpm,m,1.0,1.0,-1.8025024409886832,1
1.0,0.9284521647730817,dpm,m,1.0,1.0,-2.0003558053471426,1
0.0,0.3059365900734627,dpm,m,1.0,1.0,-1.8862096336018777,0
0.0,-0.0675727547463087,dpm,m,1.0,1.0,-1.9385266289851242,0
0.0,-0.3165789846261565,dpm,m,1.0,1.0,-1.862957635653768,1
1.0,0.0984313985069229,dpm,m,1.0,1.0,-1.711819648991056,1
0.0,-0.0675727547463087,dpm,m,1.0,1.0,-1.5848637401943777,1
0.0,-0.2033943346807711,dpm,m,1.0,1.0,-1.4676736705359055,1
0.0,-0.3165789846261565,dpm,m,1.0,1.0,-1.3591643467780612,1
0.0,-0.4123506115030208,dpm,m,1.0,1.0,-1.3522154738280512,1
0.0,-0.49444057739747627,dpm,m,1.0,1.0,-1.2584056890029196,0
1.0,-0.39439343146360883,dpm,m,1.0,1.0,-1.0883754540073685,0
0.0,-0.463053237496655,dpm,m,1.0,1.0,-1.0983772325365184,1
0.0,-0.5240841761926961,dpm,m,1.0,1.0,-1.0252213667233068,0
0.0,-0.5786908055523119,dpm,m,1.0,1.0,-1.0378259246843666,0
0.0,-0.627836771975966,dpm,m,1.0,1.0,-0.9720389774314647,1
0.0,-0.672302170168796,dpm,m,1.0,1.0,-0.9863573130100375,1
1.0,2.17348331417232,dpm,m,0.0,0.0,1.4620780709258987,1
0.0,0.3059365900734627,dpm,m,0.0,0.0,1.4620780709258987,0
1.0,0.6794459348932341,dpm,m,0.0,0.0,0.6847969966605219,1
1.0,0.7728232710981771,dpm,m,0.0,0.0,0.4728112491336015,0
0.0,0.5134417816400025,dpm,m,0.0,0.0,0.5552501509496263,1
1.0,2.17348331417232,dpm,f,1.0,2.0,-0.714308937017156,1
1.0,1.550967739472701,dpm,f,1.0,2.0,-0.17021218503139246,0
0.0,1.1063137575444015,dpm,f,1.0,2.0,-0.02182216176254748,0
1.0,1.4264646245327772,dpm,m,1.0,2.0,0.1018361909614896,0
0.0,0.9284521647730817,dpm,m,1.0,2.0,0.2529741776242018,0
0.0,0.5727289792304422,dpm,m,1.0,2.0,0.37388456695437167,0
1.0,0.5134417816400025,dpm,m,1.0,2.0,0.5552501509496263,1
1.0,0.4757135649915405,dpm,m,1.0,2.0,0.6847969966605219,1
0.0,0.3059365900734627,dpm,m,1.0,2.0,0.7366157349448808,0
0.0,0.16227914975816607,dpm,m,1.0,2.0,0.7819571309436942,0
0.0,0.03914420091648298,dpm,m,1.0,2.0,0.8219642450602943,1
0.0,-0.0675727547463087,dpm,m,1.0,2.0,0.85752612427505,1
1.0,0.5495296410428787,dpm,m,1.0,2.0,0.6847969966605219,0
0.0,0.4615654837483673,dpm,m,1.0,2.0,0.7115997923248452,0
0.0,0.38063845903741705,dpm,m,1.0,2.0,0.7366157349448808,0
1.0,0.3751049872623092,dpm,m,1.0,2.0,0.5019073321274921,1
0.0,0.3059365900734627,dpm,m,1.0,2.0,0.529340781807447,1
0.0,0.24153842717350218,dpm,m,1.0,2.0,0.5552501509496263,1
0.0,0.18143347513353889,dpm,m,1.0,2.0,0.5797590136516874,1
1.0,0.3059365900734627,dpm,m,1.0,1.0,1.4620780709258987,0
1.0,0.3059365900734627,dpm,m,1.0,1.0,0.5552501509496263,0
1.0,0.5727289792304422,dpm,m,1.0,1.0,-0.8697651518702314,1
0.0,0.3059365900734627,dpm,m,1.0,1.0,-0.714308937017156,1
0.0,-1.5616101340253947,dpm,f,0.0,0.0,-0.351577769026647,1
0.0,-1.5616101340253947,dpm,f,0.0,0.0,0.1018361909614896,1
0.0,-1.5616101340253947,dpm,f,0.0,0.0,0.37388456695437167,1
1.0,-0.8145914443858517,dpm,f,0.0,0.0,0.6847969966605219,1
1.0,2.17348331417232,dpm,m,1.0,1.0,1.4620780709258987,0
0.0,1.6398985358583607,dpm,m,1.0,1.0,1.4620780709258987,0
0.0,-1.5616101340253947,dpm,m,1.0,1.0,-2.1652336089791926,1
0.0,-1.5616101340253947,dpm,m,1.0,1.0,-1.647046226135608,1
0.0,-1.5616101340253947,dpm,m,1.0,1.0,-1.2584056890029196,1
0.0,-1.5616101340253947,dpm,m,1.0,1.0,-0.9561297156774952,1
0.0,-1.5616101340253947,dpm,m,1.0,1.0,-1.0110889835548453,1
0.0,-1.5616101340253947,dpm,m,1.0,1.0,-0.804991729014783,1
1.0,2.17348331417232,dpm,f,1.0,1.0,1.4620780709258987,1
0.0,0.3059365900734627,dpm,f,1.0,1.0,1.4620780709258987,1
0.0,-0.3165789846261565,dpm,f,1.0,1.0,-0.351577769026647,1
0.0,-0.627836771975966,dpm,f,1.0,1.0,-0.578284749020715,0
0.0,-0.8145914443858517,dpm,f,1.0,1.0,-0.714308937017156,0
1.0,-0.49444057739747627,dpm,f,1.0,1.0,-0.6306017444039613,0
0.0,-0.627836771975966,dpm,f,1.0,1.0,-0.48112461473754264,0
1.0,-0.4410820995660803,dpm,f,1.0,1.0,-0.8288556216457376,1
0.0,-0.5429482845169271,dpm,f,1.0,1.0,-0.714308937017156,1
1.0,-0.4123506115030208,dpm,f,1.0,1.0,-0.804991729014783,1
0.0,-0.49444057739747627,dpm,f,1.0,1.0,-0.8398697259369478,1
1.0,2.17348331417232,dpm,m,1.0,1.0,1.4620780709258987,1
1.0,2.17348331417232,dpm,m,1.0,1.0,1.4620780709258987,0
0.0,1.2397099521228914,dpm,m,1.0,1.0,1.4620780709258987,0
1.0,1.1063137575444015,dpm,m,1.0,1.0,0.37388456695437167,0
1.0,1.1548214646638524,dpm,m,1.0,1.0,0.6847969966605219,1
1.0,1.2397099521228914,dpm,m,1.0,1.0,0.6459329429472531,1
1.0,0.3059365900734627,dpm,m,3.0,3.0,-0.714308937017156,1
1.0,0.9284521647730817,dpm,m,3.0,3.0,0.2529741776242018,1
1.0,1.1548214646638524,dpm,m,3.0,3.0,0.6847969966605219,1
0.0,0.9284521647730817,dpm,m,3.0,3.0,0.7366157349448808,1
0.0,0.736908911019353,dpm,m,3.0,3.0,0.7819571309436942,0
1.0,0.6794459348932341,dpm,m,3.0,3.0,0.37388456695437167,1
0.0,0.5393799305858199,dpm,m,3.0,3.0,0.42570330523872996,1
1.0,2.17348331417232,dpm,m,2.0,2.0,0.37388456695437167,1
0.0,1.2397099521228914,dpm,m,2.0,2.0,0.5552501509496263,1
1.0,0.9284521647730817,dpm,m,2.0,2.0,0.7819571309436942,0
0.0,0.5727289792304422,dpm,m,2.0,2.0,0.85752612427505,1
0.0,0.3059365900734627,dpm,m,2.0,2.0,0.4728112491336015,0
0.0,0.0984313985069229,dpm,m,2.0,2.0,0.5552501509496263,1
0.0,-0.0675727547463087,dpm,m,2.0,2.0,0.6250061447939547,1
0.0,-0.2033943346807711,dpm,m,2.0,2.0,0.1018361909614896,0
1.0,-0.1250357308724274,dpm,m,2.0,2.0,0.2529741776242018,1
0.0,-0.22764818824049654,dpm,m,2.0,2.0,0.3166112246400806,0
0.0,-0.3165789846261565,dpm,m,2.0,2.0,0.16660961381693742,1
1.0,-0.24334185819090703,dpm,m,2.0,2.0,0.279259044869891,1
0.0,-0.3165789846261565,dpm,m,2.0,2.0,0.32854317095555763,1
1.0,-0.13871739185483675,dpm,m,2.0,2.0,0.011153398963862048,0
0.0,-0.2033943346807711,dpm,m,2.0,2.0,-0.18669996539459693,1
0.0,-0.26244719552184176,dpm,m,2.0,2.0,-0.24794029245792987,0
0.0,-0.3165789846261565,dpm,m,2.0,2.0,-0.30256004362252403,0
0.0,-0.36638023060212593,dpm,m,2.0,2.0,-0.2561221985028285,1
1.0,-0.3165789846261565,dpm,m,2.0,2.0,-0.2631067524435955,1
0.0,-1.5616101340253947,dpm,f,1.0,2.0,1.4620780709258987,0
0.0,-1.5616101340253947,dpm,f,1.0,2.0,1.4620780709258987,1
0.0,-1.5616101340253947,dpm,f,1.0,2.0,1.4620780709258987,0
0.0,-1.5616101340253947,dpm,f,1.0,1.0,-1.2584056890029196,1
0.0,-1.5616101340253947,dpm,f,1.0,1.0,-0.714308937017156,1
0.0,-1.5616101340253947,dpm,f,1.0,1.0,-0.8697651518702314,1
0.0,-1.5616101340253947,dpm,f,1.0,1.0,-0.578284749020715,1
1.0,0.9284521647730817,dpm,m,1.0,1.0,1.4620780709258987,1
0.0,0.3059365900734627,dpm,m,1.0,1.0,1.4620780709258987,1
0.0,-0.0675727547463087,dpm,m,1.0,1.0,1.4620780709258987,1
1.0,0.03914420091648298,dpm,m,1.0,1.0,1.4620780709258987,1
0.0,-0.16095009095125165,dpm,m,1.0,1.0,1.4620780709258987,1
0.0,-0.3165789846261565,dpm,m,1.0,1.0,1.4620780709258987,1
0.0,-0.4410820995660803,dpm,m,1.0,1.0,1.0086641109377623,1
1.0,-0.3165789846261565,dpm,m,1.0,1.0,-0.2561221985028285,0
0.0,-0.4123506115030208,dpm,m,1.0,1.0,-0.5164555726586965,0
1.0,-0.3165789846261565,dpm,m,1.0,1.0,-0.7546124001272126,1
0.0,-0.39439343146360883,dpm,m,1.0,1.0,-1.1759667871868948,0
1.0,-0.3165789846261565,dpm,m,1.0,1.0,-1.0252213667233068,1
0.0,-0.38210693985769534,dpm,m,1.0,1.0,-1.1886496951585912,1
1.0,-0.3165789846261565,dpm,m,1.0,1.0,-1.1288588432920232,1
1.0,2.17348331417232,dpm,m,1.0,2.0,1.4620780709258987,0
0.0,0.3059365900734627,dpm,m,1.0,2.0,1.4620780709258987,1
1.0,0.3059365900734627,dpm,m,1.0,2.0,0.5552501509496263,1
1.0,0.5727289792304422,dpm,m,1.0,2.0,-1.077040105007665,0
1.0,0.5134417816400025,dpm,m,1.0,2.0,-1.2584056890029196,1
0.0,0.3059365900734627,dpm,m,1.0,2.0,-1.2584056890029196,0
0.0,0.1361596151553847,dpm,m,1.0,2.0,-1.1401237863973188,0
0.0,-0.005321197276346802,dpm,m,1.0,2.0,-1.0316987090088516,1
0.0,-0.1250357308724274,dpm,m,1.0,2.0,-1.0491377074699337,1
0.0,-0.22764818824049654,dpm,m,1.0,2.0,-1.1645959041777878,1
0.0,-0.3165789846261565,dpm,m,1.0,2.0,-1.1706481483600546,1
0.0,-0.39439343146360883,dpm,m,1.0,2.0,-1.0883754540073685,1
0.0,-1.5616101340253947,dpm,f,1.0,3.0,-0.351577769026647,1
1.0,-0.3165789846261565,dpm,f,1.0,3.0,-0.351577769026647,1
0.0,-0.627836771975966,dpm,f,1.0,3.0,-0.09248407760485447,1
1.0,0.9284521647730817,dpm,f,1.0,2.0,1.4620780709258987,0
0.0,0.3059365900734627,dpm,f,1.0,2.0,1.4620780709258987,1
0.0,-0.0675727547463087,dpm,f,1.0,2.0,1.4620780709258987,1
0.0,-1.5616101340253947,dpm,f,1.0,3.0,-1.2584056890029196,1
1.0,0.3059365900734627,dpm,f,1.0,3.0,-2.547055891074465,1
0.0,-1.5616101340253947,dpm,m,1.0,1.0,1.4620780709258987,0
0.0,-1.5616101340253947,dpm,m,1.0,1.0,1.4620780709258987,0
1.0,-0.627836771975966,dpm,m,1.0,1.0,0.5552501509496263,1
1.0,0.03914420091648298,dpm,m,1.0,1.0,0.37388456695437167,1
1.0,0.3059365900734627,dpm,m,1.0,1.0,0.6250061447939547,1
0.0,0.1361596151553847,dpm,m,1.0,1.0,0.1018361909614896,1
0.0,-0.005321197276346802,dpm,m,1.0,1.0,0.18185041919468986,1
0.0,-0.1250357308724274,dpm,m,1.0,1.0,0.030244513068625745,1
0.0,-0.22764818824049654,dpm,m,1.0,1.0,0.1018361909614896,1
0.0,-1.5616101340253947,dpm,m,1.0,2.0,-0.351577769026647,1
1.0,-0.3165789846261565,dpm,m,1.0,2.0,-0.8697651518702314,1
0.0,-0.627836771975966,dpm,m,1.0,2.0,-0.578284749020715,1
0.0,-0.8145914443858517,dpm,m,1.0,2.0,-1.0110889835548453,0
1.0,2.17348331417232,dpm,m,1.0,1.0,-1.8025024409886832,0
1.0,0.3059365900734627,dpm,m,0.0,0.0,1.4620780709258987,1
1.0,0.3059365900734627,dpm,m,0.0,0.0,1.4620780709258987,1
1.0,0.3059365900734627,dpm,m,0.0,0.0,1.4620780709258987,1
1.0,0.8152675148276964,dpm,m,0.0,0.0,0.6847969966605219,0
0.0,0.6171943774232724,dpm,m,0.0,0.0,0.4418966609525919,1
0.0,0.44959403038875934,dpm,m,0.0,0.0,0.5019073321274921,1
1.0,0.43043970501338646,dpm,m,0.0,0.0,0.37388456695437167,0
0.0,0.3059365900734627,dpm,m,0.0,0.0,0.42570330523872996,0
0.0,-1.5616101340253947,dpm,f,1.0,2.0,1.4620780709258987,1
0.0,-1.5616101340253947,dpm,f,1.0,2.0,1.4620780709258987,1
0.0,-1.5616101340253947,dpm,f,1.0,2.0,1.4620780709258987,1
1.0,-0.8145914443858517,dpm,f,1.0,2.0,0.6847969966605219,1
0.0,-0.9390945593257757,dpm,f,1.0,2.0,0.7819571309436942,1
1.0,-0.0675727547463087,dpm,f,1.0,2.0,0.011153398963862048,1
0.0,-1.5616101340253947,dpm,f,1.0,1.0,1.4620780709258987,1
0.0,-1.5616101340253947,dpm,f,1.0,1.0,1.4620780709258987,1
0.0,-1.5616101340253947,dpm,f,1.0,1.0,0.37388456695437167,1
0.0,-1.5616101340253947,dpm,f,1.0,1.0,0.5552501509496263,1
0.0,-1.5616101340253947,dpm,f,1.0,1.0,-0.351577769026647,1
0.0,-1.5616101340253947,dpm,f,1.0,1.0,-0.5164555726586965,1
0.0,-1.5616101340253947,dpm,f,1.0,1.0,-0.6306017444039613,1
0.0,-1.5616101340253947,dpm,f,1.0,1.0,-1.0983772325365184,1
0.0,-1.5616101340253947,dpm,m,1.0,2.0,-1.8025024409886832,0
0.0,-1.5616101340253947,dpm,m,1.0,2.0,-1.2584056890029196,1
0.0,-1.5616101340253947,dpm,m,1.0,2.0,-0.8697651518702314,1
0.0,-1.5616101340253947,dpm,f,1.0,2.0,-0.351577769026647,1
0.0,-1.5616101340253947,dpm,f,1.0,2.0,-1.2584056890029196,1
0.0,-1.5616101340253947,dpm,f,1.0,2.0,-0.8697651518702314,1
0.0,-1.5616101340253947,dpm,f,1.0,1.0,-0.351577769026647,1
0.0,-1.5616101340253947,dpm,f,1.0,1.0,0.1018361909614896,1
0.0,-1.5616101340253947,dpm,f,1.0,1.0,-0.8697651518702314,1
0.0,-1.5616101340253947,dpm,f,1.0,1.0,-1.2584056890029196,1
0.0,-1.5616101340253947,dpm,f,1.0,1.0,-1.2584056890029196,1
1.0,2.17348331417232,dpm,m,2.0,3.0,1.4620780709258987,0
1.0,2.17348331417232,dpm,m,1.0,2.0,-1.2584056890029196,0
0.0,0.3059365900734627,dpm,m,1.0,2.0,-1.2584056890029196,0
0.0,-0.3165789846261565,dpm,m,1.0,2.0,-0.8697651518702314,0
0.0,-0.627836771975966,dpm,m,1.0,2.0,-0.578284749020715,1
0.0,-0.8145914443858517,dpm,m,1.0,2.0,-1.2584056890029196,1
1.0,-0.49444057739747627,dpm,m,1.0,2.0,-1.077040105007665,1
0.0,-0.627836771975966,dpm,m,1.0,2.0,-1.0983772325365184,0
0.0,-0.7315893677592359,dpm,m,1.0,2.0,-0.9561297156774952,1
0.0,-0.8145914443858517,dpm,m,1.0,2.0,-1.1288588432920232,1
1.0,2.17348331417232,dpm,f,1.0,1.0,1.4620780709258987,0
0.0,-1.5616101340253947,dpm,m,2.0,3.0,-0.351577769026647,0
1.0,0.6794459348932341,dpm,m,2.0,3.0,-0.351577769026647,0
1.0,1.0529552797130055,dpm,m,2.0,3.0,-0.23822427902961268,1
0.0,0.8152675148276964,dpm,m,2.0,3.0,-0.13820649373811175,0
0.0,0.6171943774232724,dpm,m,2.0,3.0,-0.04930179570122259,1
0.0,0.44959403038875934,dpm,m,2.0,3.0,0.030244513068625745,1
0.0,0.3059365900734627,dpm,m,2.0,3.0,0.1018361909614896,1
1.0,0.4157922797263367,dpm,m,2.0,3.0,0.1018361909614896,1
0.0,0.3059365900734627,dpm,m,2.0,3.0,0.15624586616006603,1
1.0,2.17348331417232,dpm,f,1.0,2.0,-2.4949892162432916,1
1.0,1.2397099521228914,dpm,f,1.0,2.0,-2.1652336089791926,1
1.0,1.1063137575444015,dpm,f,1.0,2.0,-1.560681662328344,1
0.0,0.7728232710981771,dpm,f,1.0,2.0,-1.401589044788647,1
0.0,0.5134417816400025,dpm,f,1.0,2.0,-1.505722394450994,0
0.0,0.3059365900734627,dpm,f,1.0,2.0,-1.4851126689969878,1
0.0,0.1361596151553847,dpm,f,1.0,2.0,-1.3672250394000725,0
0.0,-0.005321197276346802,dpm,f,1.0,2.0,-1.2584056890029196,0
0.0,-0.1250357308724274,dpm,f,1.0,2.0,-1.1576470312277782,1
1.0,2.17348331417232,dpm,m,2.0,3.0,-0.351577769026647,1
0.0,0.3059365900734627,dpm,m,2.0,3.0,0.1018361909614896,1
1.0,0.3059365900734627,dpm,m,2.0,3.0,0.5552501509496263,0
1.0,0.5727289792304422,dpm,m,2.0,3.0,0.85752612427505,0
1.0,0.5134417816400025,dpm,m,2.0,3.0,0.20647018172798284,0
0.0,0.3059365900734627,dpm,m,2.0,3.0,0.2961564595278337,1
0.0,0.1361596151553847,dpm,m,2.0,3.0,0.37388456695437167,0
0.0,-0.005321197276346802,dpm,m,2.0,3.0,0.18185041919468986,0
0.0,-0.1250357308724274,dpm,m,2.0,3.0,0.2529741776242018,0
0.0,-0.22764818824049654,dpm,m,2.0,3.0,0.3166112246400806,0
0.0,-0.3165789846261565,dpm,m,2.0,3.0,0.37388456695437167,1
1.0,-0.1090737930596167,dpm,m,2.0,3.0,0.5158228500810924,1
0.0,-1.5616101340253947,dpm,m,1.0,1.0,1.4620780709258987,1
1.0,0.3059365900734627,dpm,f,1.0,1.0,1.4620780709258987,1
0.0,-0.3165789846261565,dpm,f,1.0,1.0,0.37388456695437167,1
1.0,2.17348331417232,dpm,f,1.0,1.0,1.4620780709258987,1
0.0,0.3059365900734627,dpm,f,1.0,1.0,1.4620780709258987,1
1.0,1.2397099521228914,dpm,f,1.0,1.0,1.4620780709258987,1
1.0,2.17348331417232,dpm,f,1.0,2.0,0.37388456695437167,0
0.0,-1.5616101340253947,dpm,m,1.0,0.0,-0.351577769026647,0
1.0,-0.3165789846261565,dpm,m,1.0,0.0,-1.2584056890029196,0
0.0,-0.627836771975966,dpm,m,1.0,0.0,-1.2584056890029196,0
0.0,-0.8145914443858517,dpm,m,1.0,0.0,-1.0110889835548453,1
0.0,-0.9390945593257757,dpm,m,1.0,0.0,-0.804991729014783,1
0.0,-1.0280253557114354,dpm,m,1.0,0.0,-0.6306017444039613,0
0.0,-1.0947234530006804,dpm,m,1.0,0.0,-0.48112461473754264,1
0.0,-1.1465997508923154,dpm,m,1.0,0.0,-0.351577769026647,1
1.0,-0.8825022343530828,dpm,m,1.0,0.0,-0.714308937017156,1
0.0,-0.9390945593257757,dpm,m,1.0,0.0,-0.6106714604484389,1
0.0,-0.9869803727642078,dpm,m,1.0,0.0,-0.5164555726586965,1
1.0,-0.463053237496655,dpm,m,1.0,0.0,-0.48112461473754264,1
0.0,-0.5240841761926961,dpm,m,1.0,0.0,-0.4141176255767347,1
1.0,-0.4410820995660803,dpm,m,1.0,0.0,-0.5164555726586965,0
0.0,-0.49444057739747627,dpm,m,1.0,0.0,-0.5588527221640807,1
0.0,-0.5429482845169271,dpm,m,1.0,0.0,-0.5027157556893592,1
0.0,-0.58723793014773,dpm,m,1.0,0.0,-0.4496132198348923,1
0.0,-0.627836771975966,dpm,m,1.0,0.0,-0.39930555428855563,1
1.0,-0.5560080518183177,dpm,m,1.0,0.0,-0.3062363730278329,1
1.0,-0.49444057739747627,dpm,m,1.0,0.0,-0.5487142733693147,1
1.0,2.17348331417232,dpm,f,1.0,2.0,1.4620780709258987,1
1.0,2.17348331417232,dpm,m,2.0,3.0,-0.351577769026647,1
0.0,0.3059365900734627,dpm,m,2.0,3.0,0.1018361909614896,1
0.0,-0.3165789846261565,dpm,m,2.0,3.0,0.37388456695437167,1
1.0,0.3059365900734627,dpm,m,2.0,3.0,0.7819571309436942,0
0.0,0.03914420091648298,dpm,m,2.0,3.0,-0.02182216176254748,1
0.0,-0.16095009095125165,dpm,m,2.0,3.0,0.1018361909614896,0
0.0,-0.3165789846261565,dpm,m,2.0,3.0,0.20647018172798284,1
1.0,-0.2033943346807711,dpm,m,2.0,3.0,0.37388456695437167,1
0.0,-0.3165789846261565,dpm,m,2.0,3.0,0.4418966609525919,1
0.0,-0.4123506115030208,dpm,m,2.0,3.0,-0.17021218503139246,1
0.0,-0.49444057739747627,dpm,m,2.0,3.0,-0.09248407760485447,0
1.0,0.3059365900734627,dpm,f,1.0,2.0,-2.4949892162432916,0
0.0,-0.3165789846261565,dpm,f,1.0,2.0,-2.5279647769697013,1
1.0,0.3059365900734627,dpm,m,1.0,1.0,-1.647046226135608,1
0.0,-0.3165789846261565,dpm,m,1.0,1.0,-1.560681662328344,1
0.0,-1.5616101340253947,dpm,m,2.0,3.0,1.4620780709258987,1
0.0,-1.5616101340253947,dpm,m,1.0,1.0,1.4620780709258987,1
1.0,0.3059365900734627,dpm,m,1.0,1.0,1.4620780709258987,1
0.0,-0.0675727547463087,dpm,m,1.0,1.0,0.6847969966605219,1
1.0,0.03914420091648298,dpm,m,1.0,1.0,0.85752612427505,0
0.0,-0.16095009095125165,dpm,m,1.0,1.0,0.9179813189401352,0
1.0,-0.0675727547463087,dpm,m,1.0,1.0,0.2961564595278337,1
0.0,-0.2033943346807711,dpm,m,1.0,1.0,0.1018361909614896,0
1.0,-0.1250357308724274,dpm,m,1.0,1.0,0.2529741776242018,0
0.0,-0.22764818824049654,dpm,m,1.0,1.0,0.1018361909614896,1
1.0,2.17348331417232,dpm,f,1.0,2.0,1.4620780709258987,1
0.0,0.9284521647730817,dpm,f,1.0,2.0,-0.351577769026647,1
